Answer,Person,Specific Type,General Type
sita,1,Pop Artist,
sugar_beet,0,Organism Classification,"biology,organism classification"
semiramide,0,Opera,"opera,opera"
notes_from_underground,0,Novella,
the_four_stages_of_cruelty,0,Art Series,"visual art,art series"
caspian_sea,0,Sea,
anna_o.,0,,
sigrid_undset,1,Novelist,
socialism_in_one_country,0,,
reification_(marxism),0,,
gestalt_psychology,0,,
h._g._wells,1,Novelist,
nautilus,0,Biological Family,
sigmund_freud,1,Philosopher,
the_kallikak_family,0,,
rydberg_constant,0,,
species,0,Organism Classification Rank,"biology,organism classification rank"
nebuchadnezzar_ii,1,Architect,"architecture,architect"
second_law_of_thermodynamics,0,Quotation Subject,"media common,quotation subject"
body_mass_index,1,Musical Group,"music,musical group"
arianism,0,Religion,"religion,religion"
idaho,0,US State,"location,us state"
bass_strait,0,Strait,
electrospray_ionization,0,,
yunnan,0,Chinese province,"location,cn province"
carrying_capacity,0,,
principle_of_least_action,0,,
the_barber_of_seville,0,Opera,"opera,opera"
morphine,0,Analgesic Drug,
capital_asset_pricing_model,0,Field of study,"education,field of study"
spherical_harmonics,0,,
tula_(mesoamerican_site),0,,
nephthys,0,Deity,"religion,deity"
seven_laws_of_noah,0,,
borane,0,Chemical Compound,"chemistry,chemical compound"
casablanca,0,City/Town/Village,"location,citytown"
indra,0,Film character,"film,film character"
pilus,0,,
hell,1,Musical Artist,"music,artist"
clarinet,0,Musical instrument,"music,instrument"
eros,0,Deity,"religion,deity"
selenium,0,Chemical Element,"chemistry,chemical element"
jerry_fodor,1,Philosopher,
claisen_condensation,0,,
paracelsus,1,Astrologer,
archaea,0,Organism Classification,"biology,organism classification"
richard_leakey,1,Academic,"education,academic"
sinoatrial_node,0,Anatomical structure,"medicine,anatomical structure"
asch_conformity_experiments,0,,
jane_addams,1,Author,"book,author"
lymph_node,0,Anatomical structure,"medicine,anatomical structure"
aphasia,1,Musical Artist,"music,artist"
logical_positivism,0,,
eustachian_tube,0,Anatomical structure,"medicine,anatomical structure"
accretion_disc,0,,
trent_affair,0,,
the_merry_wives_of_windsor,0,Play,"theater,play"
albinism,0,Disease or medical condition,"medicine,disease"
maslow's_hierarchy_of_needs,0,,
symposium_(plato),0,Book,"book,book"
kuiper_belt,0,Trans-Neptunian region,"astronomy,trans neptunian region"
louis_riel,1,Politician,"government,politician"
in_search_of_lost_time,0,Autobiographical Novel,
isospin,0,,
telamon,0,Fictional Character,"fictional universe,fictional character"
la_dolce_vita,0,Comedy-drama Film,
pythagoras,1,Philosopher,
the_tin_drum,0,Political drama Film,
eugene_v._debs,1,Politician,"government,politician"
willard_van_orman_quine,1,Philosopher,
algae,0,Organism Classification,"biology,organism classification"
green_mountain_boys,0,Military unit,"military,military unit"
loop_of_henle,0,Anatomical structure,"medicine,anatomical structure"
plague_(disease),0,,
william_shakespeare,1,Dramatist,
easter_rising,0,Military Conflict,"military,military conflict"
raymond_chandler,1,Novelist,
francis_drake,1,Military Commander,"military,military commander"
pleural_cavity,0,Anatomical structure,"medicine,anatomical structure"
andy_warhol,1,Printmaking Artist,
the_makropulos_affair_(opera),0,,
quantum_dot,0,,
villanelle,0,Poetic Verse Form,"book,poetic verse form"
basal_metabolic_rate,0,,
giselle,0,Ballet,
david_livingstone,1,Physician,"medicine,physician"
samaritans,0,Ethnicity,"people,ethnicity"
henry_fuseli,1,Painting Artist,
second_vatican_council,0,Author,"book,author"
pauli_exclusion_principle,0,,
cysteine,0,Amino Acid,"biology,amino acid"
getulio_vargas,0,,
cyanobacteria,0,Biological Phylum,
punctuated_equilibrium,0,Quotation Subject,"media common,quotation subject"
alfred_the_great,1,Monarch,"royalty,monarch"
cherokee,1,Pornographic actor,
henna,0,Biological Species,
the_fall_of_the_house_of_usher,0,Short Story,"book,short story"
neuroglia,0,Anatomical structure,"medicine,anatomical structure"
proline,0,Amino Acid,"biology,amino acid"
william_carlos_williams,1,Novelist,
thaddeus_stevens,1,U.S. Congressperson,"government,u s congressperson"
evolution_of_cetaceans,0,,
diphtheria,0,Disease or medical condition,"medicine,disease"
atomism,0,,
rhiannon,0,Deity,"religion,deity"
theosophy,0,Literary School Or Movement,"book,school or movement"
the_sleeping_beauty_(ballet),0,Play,"theater,play"
serotonin,0,Hormone,"medicine,hormone"
tonga,0,Country,"location,country"
mark_twain,1,Novelist,
triphenylphosphine,0,Chemical Compound,"chemistry,chemical compound"
christo_and_jeanne-claude,0,,
neoptolemus,1,Military Person,"military,military person"
francis_bacon_(artist),1,Painting Artist,
charlie_parker,1,Bebop Artist,
bhima,0,Deity,"religion,deity"
french_guiana,0,French Region,"location,fr region"
general_relativity,0,Field of study,"education,field of study"
copyright,0,Legal subject,"law,legal subject"
giant_panda,0,,
altiplano,0,Region,"location,region"
ascomycota,0,Biological Division,
sundarbans,0,Location,"location,location"
henry_i_of_england,1,Monarch,"royalty,monarch"
rotterdam,0,Dutch municipality,"location,nl municipality"
somalia,0,,
council_of_trent,0,Organization,"organization,organization"
bernoulli's_principle,0,,
florence_cathedral,0,Italian Gothic Structure,
sarah_orne_jewett,1,Novelist,
kusanagi,0,Fictional Object,"fictional universe,fictional object"
paul_ehrlich,1,Academic,"education,academic"
thermonuclear_fusion,0,,
arrow's_impossibility_theorem,0,,
haber_process,0,Invention,"law,invention"
edward_burnett_tylor,1,Anthropologist,
antonio_vivaldi,1,Composer,"music,composer"
pockels_effect,0,,
inigo_jones,1,Architect,"architecture,architect"
derek_walcott,1,Poet,
the_decameron,0,Novel,
rabindranath_tagore,1,Novelist,
an_enemy_of_the_people,0,,
class_consciousness,0,,
edwin_hubble,1,Physicist,
mantra,1,Actor,
schizophrenia,0,Disease or medical condition,"medicine,disease"
the_master_and_margarita,0,Satirical Book,
kurt_vonnegut,1,Novelist,
phenomenology_(philosophy),0,Field of study,"education,field of study"
neoconservatism,0,Political ideology,"government,political ideology"
john_updike,1,Novelist,
joseph_of_arimathea,1,Deceased Person,"people,deceased person"
alcibiades_(fictional_character),0,,
alexander_h._stephens,1,U.S. Congressperson,"government,u s congressperson"
united_methodist_church,0,,
carl_wilhelm_scheele,1,Chemist,
clifford_odets,1,Dramatist,
zechariah_(hebrew_prophet),0,,
b_vitamins,0,Nutrient,"food,nutrient"
frederic_remington,1,Painting Artist,
la_belle_dame_sans_merci,0,Poem,"book,poem"
max_wertheimer,1,Psychologist,
histamine,0,,
leaves_of_grass,0,Poetry Book,
proton,0,Automotive industry Business,
richard_serra,1,Visual Artist,"visual art,visual artist"
linux,0,,
julio_cortazar,0,,
yukon,0,Canadian Territory,"location,ca territory"
daedalus,0,Fictional Character,"fictional universe,fictional character"
kristin_lavransdatter,0,Book,"book,book"
pierre_curie,1,Physicist,
the_problem_of_social_cost,0,Written Work,"book,written work"
falkland_islands,0,,
mombasa,0,City/Town/Village,"location,citytown"
maitreya,1,Deity,"religion,deity"
areopagitica,0,Book,"book,book"
cosi_fan_tutte,0,,
potlatch,0,,
monroe_doctrine,0,,
prince_igor,0,Opera,"opera,opera"
sutton_hoo,0,Tourist attraction,"travel,tourist attraction"
octatonic_scale,0,,
dead_sea_scrolls,0,Written Work,"book,written work"
washington_irving,1,Novelist,
freezing-point_depression,0,,
ester,0,Chemical Classification,"chemistry,chemical classification"
flatiron_building,0,Beaux-Arts Structure,
tuvalu,0,Country,"location,country"
beowulf,0,Poem,"book,poem"
first_triumvirate,0,,
van_der_waals_equation,0,,
taipei,0,City/Town/Village,"location,citytown"
alcibiades,1,Statesman,
fernand_braudel,1,Historian,
stephen_a._douglas,1,U.S. Congressperson,"government,u s congressperson"
norman_mailer,1,Novelist,
resonance_(chemistry),0,,
athol_fugard,1,Novelist,
louisa_may_alcott,1,Novelist,
kyrgyzstan,0,Country,"location,country"
the_concept_of_mind,0,Book,"book,book"
tisha_b'av,0,Jewish holiday,
mali_empire,0,Kingdom,"royalty,kingdom"
penthesilea,0,Opera Character,"opera,opera character"
moraine,0,Geographical feature category,"geography,geographical feature category"
price_elasticity_of_demand,0,Literature Subject,"book,book subject"
permittivity,0,Dimension,"measurement unit,dimension"
soma,0,,
correspondence_principle,0,,
symmetry_(physics),0,,
transition_state,0,,
ludwig_prandtl,1,Physicist,
entropy_(classical_thermodynamics),0,,
walter_kaufmann_(philosopher),1,Philosopher,
milgram_experiment,0,,
feynman_diagram,0,,
kernel_(computing),0,Software,"computer,software"
galaxy_rotation_curve,0,,
the_poverty_of_philosophy,0,Economics Book,
gnome,0,Desktop environment Software,
chicago_(poem),0,Poem,"book,poem"
australopithecus,0,Biological Genus,
pride_and_prejudice,0,Satirical Book,
tierra_del_fuego_(main_island),0,,
don_quixote,0,Satirical Book,
sylvia_(ballet),0,Play,"theater,play"
quetzalcoatl,0,Deity,"religion,deity"
membrane_potential,0,,
battle_of_agincourt,0,Military Conflict,"military,military conflict"
tryptophan,0,Amino Acid,"biology,amino acid"
phenylalanine,0,Amino Acid,"biology,amino acid"
action_potential,0,Award-Winning Work,"award,award winning work"
pre-raphaelite_brotherhood,0,Art Period/Movement,"visual art,art period movement"
aurora_(astronomy),0,Literature Subject,"book,book subject"
stephen_crane,1,Novelist,
psychosis,0,Disease or medical condition,"medicine,disease"
curl_(mathematics),0,,
adlai_stevenson_ii,1,Politician,"government,politician"
willa_cather,1,Novelist,
activity_coefficient,0,,
kidney,0,Anatomical structure,"medicine,anatomical structure"
melampus,0,,
autolycus,0,Deity,"religion,deity"
phidias,1,Visual Artist,"visual art,visual artist"
ben_nevis,0,Munro Mountain,
betty_friedan,1,Writer,
a_letter_concerning_toleration,0,Book,"book,book"
zither,0,Musical instrument,"music,instrument"
jainism,0,Religion,"religion,religion"
john_adams,1,US President,"government,us president"
kansas,0,US State,"location,us state"
tundra,0,,
vestal_virgin,0,,
history_of_parkinson's_disease,0,,
rigid_designator,0,,
surfactants_in_paint,0,,
giuseppe_garibaldi,1,Military Commander,"military,military commander"
jean-luc_godard,1,Film director,"film,director"
andrea_mantegna,1,Painting Artist,
corundum,0,Material,"engineering,material"
rydberg_formula,0,,
the_paranoid_style_in_american_politics,0,Non-Fiction Book,
mount_hood,0,Mountain,"geography,mountain"
lag_baomer,0,Holiday,"time,holiday"
william_blake,1,Poet,
stone_age,0,,
jersey_devil,0,TV subject,"tv,tv subject"
ammonia,0,Chemical Compound,"chemistry,chemical compound"
the_last_supper_(leonardo_da_vinci),0,,
john_paul_jones,1,Hard rock Artist,
mosque,0,Type of place of worship,"religion,type of place of worship"
huldrych_zwingli,1,Founding Figure,"religion,founding figure"
george_bernard_shaw,1,Dramatist,
das_kapital,0,Political Philosophy Book,
mahayana_sutras,0,,
maat,0,Literature Subject,"book,book subject"
frederick_soddy,1,Chemist,
allan_pinkerton,1,Spy,
tosca,1,Downtempo Artist,
roman_forum,0,Tourist attraction,"travel,tourist attraction"
billie_holiday,1,Traditional pop Artist,
half-life,0,First-person Shooter Video Game,
portrait_of_dr._gachet,0,Art Series,"visual art,art series"
chihuahua_(state),0,Mexican state,"location,mx state"
reflection_(physics),0,,
eleanor_roosevelt,1,Politician,"government,politician"
geography_of_chad,0,,
vampire,0,,
battle_of_gettysburg,0,Military Conflict,"military,military conflict"
north_atlantic_oscillation,0,,
nuclear_fission,0,,
dietrich_bonhoeffer,1,Theologian,
aztec_mythology,0,Fictional Universe,"fictional universe,fictional universe"
legionnaires'_disease,0,Disease or medical condition,"medicine,disease"
sistine_chapel,0,,
black_stone,0,Tourist attraction,"travel,tourist attraction"
rosary,0,,
flashbulb_memory,0,,
schubert's_last_sonatas,0,Composition,"music,composition"
buckwheat,0,Biological Species,
mount_kilimanjaro,0,Mountain,"geography,mountain"
sicily,0,,
beyond_good_&amp;_evil_(video_game),0,,
caligula,1,Roman Emperor,
meson,0,Subatomic particle family,"physics,particle family"
the_wild_duck,0,,
metaphor,1,Musical Artist,"music,artist"
the_great_wave_off_kanagawa,0,Printmaking Artwork,
caucasus_mountains,0,Mountain range,"geography,mountain range"
murray_river,0,River,"geography,river"
robert_fogel,1,Economist,
coriolanus,0,Play,"theater,play"
eutrophication,0,,
georg_simmel,1,Academic,"education,academic"
bcs_theory,0,,
alejo_carpentier,1,Novelist,
red_queen_hypothesis,0,Fictional Character,"fictional universe,fictional character"
chinese_calligraphy,0,,
salat,0,Religious Practice,"religion,religious practice"
golan_heights,0,Administrative Division,"location,administrative division"
conformity,0,Quotation Subject,"media common,quotation subject"
battle_of_tannenberg,0,Military Conflict,"military,military conflict"
cerebrospinal_fluid,0,Biofluid,"medicine,biofluid"
philadelphia_chromosome,0,Disease or medical condition,"medicine,disease"
jean_auguste_dominique_ingres,0,,
valhalla,0,,
spartacus,1,Soldier,
faraday_effect,0,,
peroxisome,0,,
kolkata,0,Indian city,"location,in city"
halo_effect,0,,
sardinia,0,Italian region,"location,it region"
richard_strauss,1,Chamber Artist,
glenn_miller,1,Swing Artist,
ibiza,0,,
the_color_purple,0,Drama Film,
olduvai_gorge,0,Fossil site,"biology,fossil site"
jean_sibelius,1,Incidental Artist,
nikolai_rimsky-korsakov,1,Composer,"music,composer"
io_(moon),0,Moon,"astronomy,moon"
copts,0,Ethnicity,"people,ethnicity"
cass_gilbert,1,Architect,"architecture,architect"
sperm,0,,
equatorial_guinea,0,Country,"location,country"
samoan_islands,0,Island Group,"geography,island group"
janus_(programming_language),0,,
general_equilibrium_theory,0,Award-Winning Work,"award,award winning work"
1812_overture,0,Overture,
peterloo_massacre,0,Event,"time,event"
spinal_cord,0,Anatomical structure,"medicine,anatomical structure"
creative_destruction,0,Literature Subject,"book,book subject"
ismailism,0,,
the_massacre_at_chios,0,Romanticism Artwork,
zagreb,0,City/Town/Village,"location,citytown"
venus_(mythology),0,Deity,"religion,deity"
dura_mater,0,Anatomical structure,"medicine,anatomical structure"
auguste_comte,1,Philosopher,
veliky_novgorod,0,City/Town/Village,"location,citytown"
taj_mahal,1,Blues Artist,
art_deco,0,Art Period/Movement,"visual art,art period movement"
titian,1,Painting Artist,
thus_spoke_zarathustra,0,Inspirational Book,
maria_theresa,1,Monarch,"royalty,monarch"
kate_chopin,1,Novelist,
einstein_field_equations,0,,
creation_science,0,,
bell_hooks,1,Philosopher,
law_of_mass_action,0,,
williamson_ether_synthesis,0,,
protein_folding,0,,
brian_mulroney,1,,
heimdall_(comics),0,Fictional Character,"fictional universe,fictional character"
beaver_island_(lake_michigan),0,,
adirondack_mountains,0,Mountain range,"geography,mountain range"
jacques_lacan,1,Philosopher,
siena,0,,
lord_jim,0,Science Fiction Book,
miguel_de_cervantes,1,Novelist,
subject_(grammar),0,,
institutes_of_the_christian_religion,0,Book,"book,book"
cosmic_ray,0,Field of study,"education,field of study"
thomas_kuhn,1,Philosopher,
johann_joachim_winckelmann,1,Art Historian,
nineteen_eighty-four,0,Utopian and Dystopian Fiction Book,
vermiform_appendix,0,Anatomical structure,"medicine,anatomical structure"
mammalian_target_of_rapamycin,0,Protein,"biology,protein"
akhnaten_(opera),0,Opera,"opera,opera"
elasticity_(physics),0,Character Power,"fictional universe,character powers"
donald_davidson_(philosopher),1,Philosopher,
the_triumph_of_death,0,Painting Artwork,
art_nouveau,0,Art Period/Movement,"visual art,art period movement"
pierre_puget,1,Painting Artist,
christopher_marlowe,1,Dramatist,
margaret_mead,1,Anthropologist,
franz_liszt,1,Composer,"music,composer"
bret_harte,1,Writer,
martial_law,0,,
august_strindberg,1,Novelist,
john_mearsheimer,1,Professor,
pharisees,0,,
sons_and_lovers,0,Künstlerroman,
ankle,0,Anatomical structure,"medicine,anatomical structure"
neurotransmitter,0,Chemical Compound,"chemistry,chemical compound"
doris_lessing,1,Novelist,
okazaki_fragments,0,,
golden_apple,0,,
reconstructionist_judaism,0,Religion,"religion,religion"
john_milton,1,Poet,
tang_dynasty,0,Royal line,"royalty,royal line"
amide,0,Chemical Compound,"chemistry,chemical compound"
anthony_powell,1,Novelist,
crown-of-thorns_starfish,0,Biological Species,
