link,allcount,intext,QANTA,IR_Wiki,train,test
george_akerlof,3,0,0,3,3,0
panic_of_,9,9,0,0,9,0
f._scott_fitzgerald,370,0,149,221,370,0
tooth,16,0,0,16,16,0
abraham,127,0,0,127,127,0
light-emitting_diode,67,0,0,67,67,0
fourth_crusade,232,0,85,147,222,10
donatism,62,0,57,5,62,0
lateran_treaty,169,0,158,11,162,7
balthus,3,0,0,3,3,0
ariadne_auf_naxos,3,0,0,3,3,0
samhain,83,0,0,83,83,0
maine,168,0,91,77,168,0
proxima_centauri,17,0,0,17,17,0
isabel_allende,1,1,0,0,1,0
george_orwell,608,1,118,489,591,17
william_tell,1,1,0,0,1,0
cannon,7,0,0,7,7,0
samuel,194,0,183,11,194,0
oklahoma!,5,0,0,5,5,0
paul_sartre,5,1,0,4,0,5
an_american_dilemma,1,0,0,1,1,0
canadian_shield,1,0,0,1,1,0
pietro_da_cortona,4,0,0,4,4,0
pamir_mountains,1,0,0,1,1,0
overtures_by_hector_berlioz,1,0,0,1,1,0
etching_(microfabrication),7,0,0,7,7,0
wallonia,3,0,0,3,3,0
"arthur_wellesley,_1st_duke_of_wellington",354,0,75,279,354,0
howards_end,394,0,317,77,382,12
limpopo_river,8,0,0,8,8,0
new_orleans,13,13,0,0,13,0
zebrafish,22,0,0,22,22,0
posttraumatic_stress_disorder,55,0,0,55,52,3
quantum_entanglement,60,0,0,60,57,3
chaperone_(protein),15,0,0,15,15,0
snowy_mountains,1,0,0,1,1,0
hajj,219,0,191,28,219,0
tooth_enamel,60,0,0,60,54,6
lupercalia,5,0,0,5,5,0
kisangani,26,0,0,26,26,0
arkansas_river,21,1,0,20,19,2
hull_house,107,1,86,20,101,6
for_whom_the_bell_tolls,3,3,0,0,3,0
samuel_von_pufendorf,1,0,0,1,1,0
pure_land_buddhism,14,0,0,14,14,0
ptah,264,0,239,25,264,0
immaculate_conception,17,0,0,17,16,1
amine,109,0,57,52,109,0
hercules_(constellation),11,0,0,11,11,0
green_fluorescent_protein,93,0,70,23,90,3
neurogenesis,6,0,0,6,6,0
oder,3,0,0,3,3,0
james_baldwin,10,3,0,7,8,2
the_sound_and_the_fury,291,0,152,139,284,7
henry_clay,268,10,90,168,259,9
information_asymmetry,2,0,0,2,2,0
the_birth_of_tragedy,28,3,0,25,28,0
chaos_theory,45,0,0,45,44,1
sediment_transport,58,0,0,58,58,0
monadology,1,0,0,1,1,0
photosystem_ii,22,0,0,22,22,0
seven_against_thebes,11,8,0,3,11,0
maurice_merleau-ponty,16,0,0,16,16,0
andaman_islands,15,0,0,15,14,1
pergamon_altar,119,0,0,119,116,3
vagueness,2,0,0,2,2,0
harmonic_oscillators,4,4,0,0,4,0
bhagavad_gita,68,3,0,65,67,1
celts,38,0,0,38,38,0
uriah_the_hittite,8,0,0,8,8,0
action_at_a_distance,12,0,0,12,10,2
the_sickness_unto_death,138,0,135,3,135,3
income_tax,6,6,0,0,6,0
the_deposition_(raphael),4,0,0,4,4,0
topoisomerase,2,0,0,2,2,0
fuel_cell,34,0,0,34,34,0
dative_case,1,0,0,1,1,0
khalsa,32,0,0,32,32,0
helium,138,0,0,138,138,0
henry_david_thoreau,232,3,146,83,223,9
ubiquitin,102,0,0,102,102,0
saint_stephen,8,0,0,8,8,0
speed_of_sound,177,0,0,177,176,1
glengarry_glen_ross,84,0,52,32,83,1
paolo_veronese,12,4,0,8,12,0
dining_philosophers_problem,1,0,0,1,1,0
zyklon_b,1,0,0,1,1,0
"nude_descending_a_staircase,_no._2",1,0,0,1,1,0
american_gothic,1,0,0,1,1,0
valence_band,1,0,0,1,1,0
marcus_garvey,233,0,138,95,221,12
fruit,20,0,0,20,20,0
lewis_carroll,149,0,59,90,144,5
carl_sandburg,120,1,85,34,116,4
roger_casement,10,0,0,10,9,1
saxo_grammaticus,4,4,0,0,4,0
poetics_(aristotle),3,0,0,3,3,0
glomerulus,9,0,0,9,9,0
chemotaxis,51,0,0,51,51,0
anthony_giddens,1,0,0,1,0,1
neon,7,0,0,7,7,0
akechi_mitsuhide,2,2,0,0,2,0
emile_durkheim,108,0,108,0,102,6
the_love_song_of_j,4,0,1,3,0,4
taklamakan_desert,4,0,0,4,4,0
james_callaghan,1,1,0,0,1,0
werner_herzog,9,0,0,9,9,0
momentum,366,0,144,222,366,0
allan_bloom,83,3,0,80,80,3
haruki_murakamis,5,5,0,0,5,0
the_library_of_babel,5,1,0,4,5,0
battle_of_chancellorsville,252,0,142,110,243,9
la_brea_tar_pits,7,0,0,7,7,0
kepler's_laws_of_planetary_motion,7,0,0,7,7,0
alabama_claims,2,2,0,0,2,0
"camillo_benso,_count_of_cavour",97,0,56,41,97,0
the_imitation_of_christ,13,0,0,13,13,0
gas_chromatography,44,0,0,44,42,2
weaving_(mythology),63,0,0,63,63,0
goldberg_variations,2,0,0,2,2,0
boston_massacre,143,0,85,58,139,4
book_of_isaiah,16,0,0,16,15,1
beyond_freedom_and_dignity,3,0,0,3,3,0
jude_the_obscure,243,2,179,62,234,9
hepatitis,65,0,0,65,65,0
uncle_tom's_cabin,384,0,64,320,384,0
cherenkov_radiation,214,0,141,73,206,8
richard_wright_(author),268,0,97,171,268,0
judy_chicago,5,0,0,5,5,0
wheat,10,0,0,10,10,0
jusepe_de_ribera,2,0,0,2,1,1
seine,1,0,0,1,1,0
waldensians,13,0,0,13,13,0
laffer_curve,91,0,70,21,88,3
xanthophyll,5,0,0,5,5,0
stimulated_emission,68,0,0,68,67,1
ontology,38,0,0,38,38,0
rosh_hashanah,176,3,99,74,174,2
hadron,11,0,0,11,11,0
aphrodite,298,0,0,298,298,0
ethan_frome,279,0,159,120,269,10
adam_bede_,11,0,4,7,0,11
ideology,54,0,0,54,54,0
acts_of_the_apostles,177,0,70,107,174,3
roche_limit,31,0,0,31,31,0
antibody,215,0,122,93,215,0
bantustan,1,0,0,1,1,0
st_matthew_passion,2,0,0,2,2,0
redshift,240,0,100,140,240,0
mark_the_evangelist,4,0,0,4,4,0
the_village_(the_prisoner),5,0,0,5,5,0
perturbation_theory_,1,0,0,1,0,1
indira_gandhi,220,3,101,116,218,2
coral_sea_islands,3,0,0,3,3,0
ares,358,0,220,138,358,0
costa_rica,16,0,0,16,16,0
eros_and_civilization,2,0,0,2,2,0
miguel_angel_asturias,117,0,36,81,114,3
colon_(anatomy),29,0,0,29,29,0
a_dance_to_the_music_of_time_(painting),1,0,0,1,1,0
lymph,5,0,0,5,5,0
groundwork_of_the_metaphysic_of_morals,46,0,0,46,45,1
joseph_brodsky,3,3,0,0,3,0
aneurysm,14,0,0,14,14,0
mobutu_sese_seko,234,0,113,121,230,4
prague_spring,152,6,102,44,149,3
mahavira,15,0,0,15,15,0
stigmata,56,0,42,14,56,0
nero,249,0,131,118,249,0
the_visit,3,3,0,0,3,0
michael_reaction,19,0,0,19,18,1
chemical_equilibrium,55,3,0,52,54,1
james_fenimore_cooper,240,3,119,118,233,7
irrawaddy_river,127,0,80,47,124,3
charles_bulfinch,1,0,0,1,1,0
casey_at_the_bat,1,0,0,1,1,0
messiah_(handel),10,0,0,10,10,0
hector_berlioz,15,0,0,15,14,1
l'incoronazione_di_poppea,5,0,0,5,5,0
mikhail_glinka,4,0,0,4,4,0
mormonism,63,0,0,63,63,0
spem_in_alium,2,0,0,2,2,0
titration,71,0,56,15,71,0
xyz_affair,101,0,85,16,100,1
cosmological_argument,5,0,0,5,5,0
genghis_khan,419,1,143,275,397,22
amesha_spentas,8,8,0,0,8,0
miss_julie,246,1,175,70,240,6
vorticity,156,0,99,57,156,0
cosmic_background_explorer,10,0,0,10,10,0
month,1,0,0,1,1,0
the_heart_is_a_lonely_hunter,101,0,69,32,94,7
nitroglycerin,28,0,0,28,28,0
alfred_stieglitz,4,0,0,4,2,2
cincinnati,10,0,0,10,10,0
inflation_(cosmology),119,0,0,119,119,0
osteoporosis,17,0,0,17,17,0
rickettsia,3,0,0,3,3,0
dot_product,9,0,0,9,9,0
auckland,10,0,0,10,10,0
atacama_desert,95,2,76,17,92,3
wyoming,18,0,0,18,18,0
trireme,10,0,0,10,10,0
hyperthermia,8,0,0,8,8,0
grand_jury,7,0,0,7,7,0
surya,73,0,0,73,73,0
cytokinesis,18,0,0,18,18,0
three_sisters_(play),158,0,100,58,158,0
ulysses_s._grant,772,0,109,663,772,0
new_deal,4,4,0,0,4,0
the_silent_cry,1,1,0,0,1,0
apoptosis,216,0,78,138,216,0
the_merry_widow,2,0,0,2,2,0
inelastic_collision,7,0,0,7,7,0
thomas_nast,108,6,72,30,104,4
against_the_day,2,2,0,0,2,0
phnom_penh,25,0,0,25,25,0
w._h._auden,233,0,106,127,233,0
henri_matisse,3,0,0,3,3,0
wu_experiment,10,0,0,10,10,0
the_golden_bowl,1,1,0,0,1,0
main_street_,6,0,6,0,0,6
lazio,9,0,0,9,9,0
nuclear_magnetic_resonance_spectroscopy,89,0,0,89,87,2
uqbar,1,0,0,1,1,0
neoprene,2,0,0,2,2,0
treasure_island,131,1,47,83,124,7
project_mercury,6,0,0,6,6,0
oskar_kokoschka,1,0,0,1,1,0
marshall_mcluhan,94,0,4,90,89,5
marie_de,2,0,0,2,0,2
lewis_cass,185,7,153,25,177,8
actaeon,16,0,0,16,16,0
my_antonia,272,0,64,208,263,9
karna,76,0,0,76,76,0
alexander_hamilton,540,16,92,432,521,19
conjunctivitis,8,0,0,8,8,0
antonio_lopez_de_santa_anna,517,0,97,420,495,22
a._e._housman,201,0,121,80,201,0
deborah,5,0,0,5,5,0
iran,15,0,0,15,15,0
synchrotron_radiation,31,0,0,31,30,1
herman_melville,388,1,109,278,376,12
simon_kuznets,49,0,0,49,48,1
ragtime,2,0,0,2,2,0
acadia,11,0,0,11,11,0
belize,23,0,0,23,23,0
solar_flare,14,0,0,14,14,0
displacement_current,37,0,0,37,35,2
the_moon_and_sixpence,1,1,0,0,1,0
nicias,10,0,0,10,10,0
exclusionary_rule,5,4,0,1,4,1
benjamin_lincoln,2,2,0,0,2,0
the_history_of_sexuality,13,0,0,13,13,0
main_street,4,4,0,0,4,0
vasopressin,45,0,0,45,45,0
hokusai,7,0,0,7,7,0
thomas_hobbes,200,2,121,77,195,5
lagos,8,0,0,8,8,0
felix_mendelssohn,4,0,0,4,4,0
falun_gong,73,0,0,73,70,3
atlas_shrugged,57,0,0,57,55,2
philosophy_of_education,3,0,0,3,0,3
parathyroid_gland,27,0,0,27,26,1
john_stuart_mill,220,0,114,106,212,8
sita,97,0,0,97,97,0
sugar_beet,4,0,0,4,4,0
semiramide,7,0,0,7,7,0
notes_from_underground,174,0,121,53,168,6
the_four_stages_of_cruelty,2,0,0,2,2,0
caspian_sea,27,0,0,27,27,0
the_ring_and_the_book,5,5,0,0,5,0
anna_o.,8,0,0,8,8,0
brideshead_revisited,2,2,0,0,2,0
sigrid_undset,326,0,263,63,307,19
woody_allen,5,5,0,0,5,0
socialism_in_one_country,1,0,0,1,0,1
yemen,27,0,0,27,27,0
gestalt_psychology,23,0,0,23,22,1
pearl_s,7,0,4,3,0,7
h._g._wells,326,0,79,247,326,0
nautilus,11,0,0,11,11,0
sigmund_freud,205,2,0,203,197,8
the_kallikak_family,2,0,0,2,2,0
rydberg_constant,15,0,0,15,14,1
species,31,0,0,31,31,0
gilbert_n,2,0,0,2,0,2
raphaelite_brotherhood,1,0,0,1,0,1
nebuchadnezzar_ii,56,0,0,56,55,1
second_law_of_thermodynamics,214,3,97,114,209,5
body_mass_index,7,0,0,7,6,1
arianism,64,0,45,19,64,0
continuation_war,3,3,0,0,2,1
bass_strait,4,0,0,4,4,0
electrospray_ionization,4,0,0,4,4,0
yunnan,33,0,0,33,33,0
carrying_capacity,2,0,0,2,2,0
principle_of_least_action,8,0,0,8,8,0
the_barber_of_seville,1,0,0,1,1,0
morphine,67,0,0,67,67,0
capital_asset_pricing_model,7,0,0,7,7,0
spherical_harmonics,20,0,0,20,20,0
tula_(mesoamerican_site),18,0,0,18,18,0
nephthys,62,0,0,62,62,0
seven_laws_of_noah,6,0,0,6,6,0
borane,5,0,0,5,5,0
casablanca,10,0,0,10,10,0
indra,457,0,266,191,457,0
pilus,1,0,0,1,1,0
hell,171,0,0,171,171,0
clarinet,12,0,0,12,12,0
eros,6,0,0,6,6,0
albert_b,3,0,2,1,0,3
selenium,112,0,0,112,112,0
jerry_fodor,31,0,0,31,29,2
claisen_condensation,57,0,57,0,55,2
paracelsus,6,0,0,6,6,0
archaea,153,0,54,99,153,0
richard_leakey,8,0,0,8,7,1
sinoatrial_node,2,0,0,2,2,0
asch_conformity_experiments,6,0,0,6,6,0
jane_addams,105,2,54,49,101,4
lymph_node,51,0,0,51,47,4
aphasia,3,0,0,3,3,0
logical_positivism,35,0,0,35,33,2
eustachian_tube,3,0,0,3,3,0
accretion_disc,12,0,0,12,12,0
the_devil,5,5,0,0,5,0
trent_affair,257,0,64,193,249,8
the_merry_wives_of_windsor,144,0,77,67,135,9
albinism,6,0,0,6,6,0
maslow's_hierarchy_of_needs,21,0,0,21,21,0
symposium_(plato),155,0,106,49,155,0
kuiper_belt,23,0,0,23,22,1
louis_riel,277,7,143,127,269,8
in_search_of_lost_time,594,2,177,415,575,19
isospin,28,0,0,28,28,0
american_federation_of_labor,1,1,0,0,1,0
la_dolce_vita,18,0,0,18,18,0
pythagoras,64,0,0,64,64,0
the_tin_drum,270,1,187,82,259,11
eugene_v._debs,122,0,68,54,122,0
willard_van_orman_quine,78,0,63,15,74,4
algae,31,0,0,31,31,0
green_mountain_boys,115,0,105,10,112,3
loop_of_henle,6,0,0,6,6,0
plague_(disease),27,0,0,27,27,0
william_shakespeare,578,5,192,381,561,17
easter_rising,170,0,72,98,167,3
raymond_chandler,13,0,0,13,12,1
francis_drake,151,0,51,100,147,4
pleural_cavity,7,0,0,7,6,1
andy_warhol,18,0,0,18,17,1
telamon,27,0,0,27,27,0
quantum_dot,88,7,0,81,85,3
villanelle,1,0,0,1,1,0
basal_metabolic_rate,56,0,0,56,56,0
oligopoly,5,0,0,5,5,0
giselle,4,0,0,4,4,0
david_livingstone,125,3,63,59,122,3
samaritans,65,0,0,65,65,0
henry_fuseli,2,0,0,2,2,0
second_vatican_council,123,0,76,47,117,6
pauli_exclusion_principle,193,2,107,84,179,14
cysteine,102,0,72,30,102,0
getulio_vargas,113,0,104,9,111,2
donald_davidson_,1,0,0,1,0,1
cyanobacteria,42,0,0,42,42,0
punctuated_equilibrium,22,0,0,22,21,1
alfred_the_great,235,0,43,192,225,10
cherokee,322,0,163,159,322,0
henna,5,0,0,5,5,0
the_fall_of_the_house_of_usher,67,0,24,43,62,5
neuroglia,12,0,0,12,12,0
proline,9,0,0,9,9,0
william_carlos_williams,199,0,110,89,195,4
thaddeus_stevens,446,0,137,309,431,15
evolution_of_cetaceans,11,0,0,11,10,1
casparian_strip,4,0,0,4,4,0
atomism,31,0,0,31,31,0
rhiannon,230,0,210,20,230,0
the_sleeping_beauty_(ballet),5,0,0,5,5,0
serotonin,265,0,128,137,265,0
tonga,5,0,0,5,5,0
mark_twain,714,6,279,429,686,28
triphenylphosphine,33,0,0,33,33,0
christo_and_jeanne-claude,3,0,0,3,3,0
neoptolemus,37,0,0,37,37,0
francis_bacon_(artist),12,0,0,12,12,0
charlie_parker,1,0,0,1,1,0
bhima,71,0,0,71,71,0
french_guiana,13,0,0,13,12,1
general_relativity,186,0,0,186,182,4
copyright,15,0,0,15,15,0
giant_panda,12,0,0,12,12,0
altiplano,5,0,0,5,5,0
ascomycota,36,0,0,36,36,0
the_beloved_country,11,0,4,7,0,11
sundarbans,9,0,0,9,9,0
henry_i_of_england,293,0,118,175,281,12
rotterdam,7,0,0,7,7,0
somalia,16,0,0,16,16,0
il_penseroso,2,2,0,0,2,0
council_of_trent,177,0,92,85,167,10
bernoulli's_principle,55,0,0,55,55,0
florence_cathedral,5,0,0,5,5,0
sarah_orne_jewett,204,0,166,38,198,6
kusanagi,15,0,0,15,15,0
paul_ehrlich,24,0,0,24,23,1
thermonuclear_fusion,1,0,0,1,1,0
arrow's_impossibility_theorem,117,0,110,7,117,0
haber_process,10,0,0,10,9,1
edward_burnett_tylor,17,0,0,17,16,1
antonio_vivaldi,5,0,0,5,5,0
pockels_effect,26,9,0,17,26,0
inigo_jones,2,0,0,2,2,0
derek_walcott,284,5,149,130,271,13
the_decameron,163,2,134,27,155,8
rabindranath_tagore,294,0,89,205,279,15
an_enemy_of_the_people,171,2,129,40,166,5
class_consciousness,7,0,0,7,4,3
edwin_hubble,17,0,0,17,17,0
mantra,65,0,0,65,65,0
schizophrenia,126,0,81,45,126,0
the_master_and_margarita,202,0,68,134,195,7
kurt_vonnegut,266,0,53,213,252,14
phenomenology_(philosophy),137,0,73,64,137,0
st_duke_of_wellington,19,0,4,15,0,19
neoconservatism,36,0,0,36,36,0
peloponnesian_wars,6,6,0,0,6,0
john_updike,315,0,81,234,308,7
s_witnesses,2,0,0,2,0,2
joseph_of_arimathea,11,0,0,11,11,0
alcibiades_(fictional_character),4,0,0,4,4,0
alexander_h._stephens,166,0,131,35,166,0
united_methodist_church,40,0,0,40,40,0
carl_wilhelm_scheele,3,0,0,3,3,0
clifford_odets,297,0,229,68,283,14
zechariah_(hebrew_prophet),2,0,0,2,2,0
b_vitamins,1,0,0,1,1,0
frederic_remington,6,0,0,6,6,0
la_belle_dame_sans_merci,94,0,76,18,90,4
max_wertheimer,140,0,134,6,133,7
pair_production,1,0,0,1,1,0
leaves_of_grass,138,1,73,64,135,3
proton,81,0,0,81,81,0
richard_serra,4,0,0,4,4,0
linux,3,0,0,3,3,0
julio_cortazar,95,0,46,49,90,5
yukon,5,0,0,5,5,0
daedalus,134,0,54,80,134,0
rome_character,1,0,0,1,0,1
kristin_lavransdatter,88,0,37,51,82,6
governor_of_massachusetts,4,4,0,0,4,0
pierre_curie,7,2,0,5,7,0
the_problem_of_social_cost,5,0,0,5,5,0
falkland_islands,9,0,0,9,8,1
mombasa,9,0,0,9,9,0
maitreya,39,0,0,39,39,0
areopagitica,3,0,0,3,3,0
cosi_fan_tutte,2,0,0,2,1,1
potlatch,2,0,0,2,2,0
monroe_doctrine,136,0,105,31,128,8
battle_of_philippi,3,3,0,0,3,0
prince_igor,5,0,0,5,3,2
sutton_hoo,27,0,0,27,27,0
glycogen,121,0,84,37,121,0
dead_sea_scrolls,70,0,51,19,70,0
washington_irving,337,5,128,204,325,12
freezing-point_depression,12,0,0,12,12,0
ester,195,0,128,67,195,0
flatiron_building,4,0,0,4,4,0
tuvalu,11,0,0,11,11,0
sturm_und_drang,1,1,0,0,1,0
beowulf,154,0,34,120,154,0
second_triumvirate,1,1,0,0,1,0
first_triumvirate,97,0,80,17,94,3
van_der_waals_equation,88,0,0,88,84,4
taipei,11,0,0,11,11,0
alcibiades,49,0,0,49,49,0
fernand_braudel,1,0,0,1,1,0
stephen_a._douglas,215,0,149,66,215,0
norman_mailer,229,7,55,167,217,12
resonance_(chemistry),48,0,0,48,48,0
a_good_man_is_hard_to_find_,7,0,5,2,0,7
curie_temperatures,3,3,0,0,3,0
athol_fugard,211,0,148,63,197,14
louisa_may_alcott,325,0,244,81,320,5
kyrgyzstan,16,0,0,16,16,0
the_concept_of_mind,14,1,0,13,13,1
tisha_b'av,156,0,116,40,156,0
mali_empire,348,1,156,191,330,18
punch_and_judy,5,5,0,0,5,0
penthesilea,5,0,0,5,5,0
moraine,1,0,0,1,1,0
thomas_carlyle,3,3,0,0,3,0
permittivity,98,0,0,98,98,0
soma,46,0,0,46,46,0
correspondence_principle,65,0,0,65,64,1
symmetry_(physics),42,0,0,42,42,0
transition_state,3,0,0,3,2,1
ludwig_prandtl,4,0,0,4,4,0
entropy_(classical_thermodynamics),35,0,0,35,35,0
walter_kaufmann_(philosopher),2,0,0,2,2,0
milgram_experiment,23,0,0,23,21,2
feynman_diagram,130,0,0,130,125,5
kernel_(computing),4,0,0,4,4,0
galaxy_rotation_curve,19,0,0,19,19,0
stanley_hall,1,0,0,1,0,1
the_poverty_of_philosophy,5,1,0,4,3,2
gnome,3,0,0,3,3,0
chicago_(poem),21,0,5,16,21,0
australopithecus,6,0,0,6,6,0
pride_and_prejudice,602,2,214,386,578,24
achaemenid_empire,1,1,0,0,1,0
s_sarcoma,2,0,2,0,0,2
tierra_del_fuego_(main_island),1,0,0,1,1,0
don_quixote,48,6,0,42,46,2
s_laws_of_diffusion,1,0,0,1,0,1
noon_wine,4,4,0,0,4,0
abraham_lincoln,27,27,0,0,27,0
sylvia_(ballet),5,0,0,5,5,0
quetzalcoatl,337,0,235,102,337,0
membrane_potential,84,0,0,84,81,3
battle_of_agincourt,140,0,78,62,132,8
tryptophan,96,0,73,23,96,0
cindy_sherman,1,0,0,1,1,0
action_potential,98,0,0,98,94,4
pre-raphaelite_brotherhood,3,0,0,3,3,0
aurora_(astronomy),42,0,0,42,42,0
stephen_crane,971,4,272,695,933,38
psychosis,39,0,0,39,39,0
curl_(mathematics),26,0,0,26,26,0
adlai_stevenson_ii,229,0,103,126,226,3
the_dry_salvages,1,1,0,0,0,1
willa_cather,314,6,144,164,302,12
activity_coefficient,52,5,0,47,52,0
kidney,164,0,75,89,164,0
bone_morphogenetic_protein_,4,0,0,4,0,4
melampus,147,0,125,22,147,0
autolycus,29,0,0,29,29,0
phidias,5,0,0,5,5,0
ben_nevis,5,0,0,5,5,0
labyrinth,26,0,0,26,26,0
betty_friedan,30,0,0,30,30,0
leonard_wood,2,2,0,0,2,0
zither,1,0,0,1,1,0
jainism,306,0,192,114,306,0
john_adams,424,4,96,324,404,20
mexican_revolution,3,3,0,0,3,0
kansas,4,0,0,4,4,0
tundra,2,0,0,2,2,0
vestal_virgin,19,0,0,19,19,0
history_of_parkinson's_disease,5,0,0,5,5,0
rigid_designator,1,0,0,1,1,0
surfactants_in_paint,4,0,0,4,4,0
the_feast_in_the_house_of_levi,1,0,0,1,1,0
giuseppe_garibaldi,232,0,106,126,217,15
jean-luc_godard,30,0,0,30,30,0
andrea_mantegna,1,0,0,1,1,0
corundum,1,0,0,1,1,0
rydberg_formula,20,2,0,18,18,2
the_paranoid_style_in_american_politics,2,0,0,2,2,0
mount_hood,4,0,0,4,4,0
lag_baomer,9,0,0,9,9,0
william_blake,513,0,172,341,500,13
stone_age,28,0,0,28,28,0
jersey_devil,1,0,0,1,1,0
ammonia,244,0,110,134,244,0
the_last_supper_(leonardo_da_vinci),8,0,0,8,8,0
john_paul_jones,263,0,187,76,259,4
mosque,40,0,0,40,40,0
robert_k,8,0,5,3,0,8
epic_of_sundiata,3,3,0,0,3,0
huldrych_zwingli,263,0,119,144,252,11
george_bernard_shaw,526,5,169,352,507,19
das_kapital,135,1,127,7,128,7
mahayana_sutras,22,0,0,22,22,0
maat,24,0,0,24,24,0
glottal_stop,1,0,0,1,1,0
frederick_soddy,3,0,0,3,3,0
francis_parkman,3,3,0,0,3,0
three_kingdoms,1,1,0,0,1,0
allan_pinkerton,98,0,88,10,93,5
tosca,8,0,0,8,8,0
roman_forum,19,0,0,19,18,1
billie_holiday,12,0,0,12,11,1
paul_verlaine,1,1,0,0,1,0
half-life,6,0,0,6,6,0
portrait_of_dr._gachet,1,0,0,1,1,0
chihuahua_(state),10,0,0,10,10,0
stephen_a,5,0,4,1,0,5
reflection_(physics),26,0,0,26,26,0
eleanor_roosevelt,228,0,124,104,221,7
to_a_skylark,1,1,0,0,1,0
erwin_rommel,3,3,0,0,3,0
geography_of_chad,36,0,0,36,36,0
vampire,149,0,0,149,149,0
battle_of_gettysburg,202,0,101,101,194,8
north_atlantic_oscillation,2,0,0,2,2,0
nuclear_fission,87,0,0,87,83,4
dietrich_bonhoeffer,11,0,0,11,10,1
aztec_mythology,14,0,0,14,14,0
legionnaires'_disease,7,0,0,7,7,0
sistine_chapel,14,0,0,14,14,0
black_stone,21,7,0,14,20,1
rosary,150,0,117,33,150,0
flashbulb_memory,26,0,0,26,25,1
schubert's_last_sonatas,3,0,0,3,3,0
buckwheat,6,0,0,6,6,0
zheng_he,10,10,0,0,9,1
arrhenius_equation,242,0,183,59,236,6
sicily,37,0,0,37,37,0
our_mutual_friend,4,4,0,0,4,0
beyond_good_&amp;_evil_(video_game),1,0,0,1,1,0
caligula,179,0,110,69,179,0
meson,39,0,0,39,39,0
the_wild_duck,251,2,200,49,238,13
metaphor,15,0,0,15,15,0
house_of_plantagenet,2,2,0,0,2,0
the_great_wave_off_kanagawa,2,0,0,2,2,0
caucasus_mountains,2,0,0,2,2,0
murray_river,30,0,0,30,29,1
robert_fogel,15,0,0,15,14,1
coriolanus,8,0,0,8,8,0
eutrophication,10,0,0,10,10,0
georg_simmel,93,0,55,38,84,9
bcs_theory,7,0,0,7,6,1
alejo_carpentier,20,0,0,20,19,1
esophagus,50,0,47,3,50,0
red_queen_hypothesis,46,0,43,3,44,2
chinese_calligraphy,4,0,0,4,4,0
salat,19,0,0,19,19,0
the_hedgehog_and_the_fox,10,0,0,10,10,0
conformity,23,0,0,23,23,0
battle_of_tannenberg,145,5,102,38,140,5
cerebrospinal_fluid,11,0,0,11,11,0
philadelphia_chromosome,8,0,0,8,8,0
president_of_mexico,3,3,0,0,3,0
valhalla,48,0,0,48,48,0
spartacus,87,0,60,27,87,0
faraday_effect,56,2,0,54,54,2
peroxisome,112,0,81,31,112,0
kolkata,8,0,0,8,8,0
philip_randolph,1,0,1,0,0,1
halo_effect,29,0,0,29,29,0
robert_southey,3,3,0,0,3,0
sardinia,35,0,0,35,35,0
richard_strauss,4,0,0,4,4,0
glenn_miller,1,0,0,1,1,0
common_sense,180,0,0,180,173,7
ibiza,6,0,0,6,6,0
the_color_purple,391,0,141,250,376,15
olduvai_gorge,7,0,0,7,7,0
jean_sibelius,5,0,0,5,5,0
nikolai_rimsky-korsakov,15,0,0,15,15,0
io_(moon),34,0,0,34,34,0
copts,13,0,0,13,13,0
cass_gilbert,1,0,0,1,1,0
sperm,17,0,0,17,17,0
coherence_(physics),29,0,0,29,29,0
catherine_earnshaw,4,4,0,0,4,0
samoan_islands,4,0,0,4,4,0
janus_(programming_language),2,0,0,2,2,0
general_equilibrium_theory,51,0,0,51,49,2
1812_overture,3,0,0,3,3,0
peterloo_massacre,240,0,144,96,235,5
holy_sonnets,2,2,0,0,2,0
spinal_cord,69,3,0,66,67,2
creative_destruction,32,0,0,32,29,3
rhode_island,6,6,0,0,6,0
ismailism,78,0,0,78,78,0
synthesizing_proteins,1,1,0,0,0,1
the_massacre_at_chios,2,0,0,2,2,0
zagreb,8,0,0,8,8,0
venus_(mythology),89,0,0,89,89,0
dura_mater,19,0,0,19,18,1
auguste_comte,13,0,0,13,12,1
veliky_novgorod,5,0,0,5,5,0
battle_of_tippecanoe,2,2,0,0,2,0
taj_mahal,7,0,0,7,7,0
art_deco,2,0,0,2,2,0
titian,20,0,0,20,20,0
miller_v,1,1,0,0,1,0
thus_spoke_zarathustra,31,3,0,28,30,1
maria_theresa,409,0,298,111,391,18
kate_chopin,223,1,163,59,214,9
einstein_field_equations,24,0,0,24,24,0
creation_science,59,0,0,59,59,0
john_wilkes,3,3,0,0,3,0
bell_hooks,23,0,0,23,23,0
law_of_mass_action,45,0,0,45,44,1
williamson_ether_synthesis,9,0,0,9,8,1
protein_folding,48,0,0,48,45,3
brian_mulroney,262,0,88,174,257,5
heimdall_(comics),30,0,0,30,30,0
beaver_island_(lake_michigan),1,0,0,1,1,0
adirondack_mountains,19,0,0,19,19,0
jacques_lacan,48,0,0,48,47,1
siena,2,0,0,2,2,0
lord_jim,62,7,22,33,55,7
miguel_de_cervantes,393,0,175,218,375,18
subject_(grammar),1,0,0,1,1,0
institutes_of_the_christian_religion,9,0,0,9,9,0
cosmic_ray,76,0,0,76,74,2
thomas_kuhn,13,0,0,13,13,0
